,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers,,,,
1725,27250508875,SENT VINCENT PRI,PUNE CANTONMENT,Primary,Pvt. Unaided,Urban,Boys only,693,0,693,0,16,,,,
1726,27250508805,SHAHID BHAGATSINGH PRY SCHOOL,PUNE CANTONMENT,Primary,Local body,Urban,Co-Educational,163,163,326,1,13,,,,
1727,27250508867,SHREE HARIBHAU BALVANTRAO GIRAME,PUNE CANTONMENT,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,483,313,796,5,5,,,,
1728,27250508872,ST ANNES PRI SCH,PUNE CANTONMENT,Primary,Pvt. Unaided,Urban,Girls only,0,712,712,0,16,,,,
1729,27250508860,ST PATRICKS PRI SCHOOL,PUNE CANTONMENT,Primary,Pvt. Aided,Urban,Co-Educational,284,239,523,0,2,,,,
1730,27250508866,ST VINCENTS HIGH SCHOOL,PUNE CANTONMENT,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Boys only,869,0,869,4,14,,,,
1731,27250508853,ST.ANNES HIGH SCHOOL PUNE,PUNE CANTONMENT,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Girls only,0,835,835,1,17,,,,
1732,27250508807,SWAMI VIVEKANAND PRY SCHOOL,PUNE CANTONMENT,Primary,Local body,Urban,Co-Educational,69,85,154,2,4,,,,
1733,27250508847,THE PUNA ESLAMIYA URDU PRI SCH,PUNE CANTONMENT,Primary,Pvt. Aided,Urban,Co-Educational,30,173,203,0,5,,,,
1734,27250508868,THE REVACHAND BHOJWANI,PUNE CANTONMENT,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,672,609,1281,1,7,,,,
1735,27250508863,VITTALRAO SHIVARKAR HIGHSCHOOL,PUNE CANTONMENT,No Response,Pvt. Aided,Urban,Co-Educational,126,90,216,3,3,,,,
1736,27250500401,ZPPS AGALAMBE,AGALAMBE,Primary,Local body,Rural,Co-Educational,21,22,43,0,2,,,,
1737,27250500402,ZPPS THAKARWADI,AGALAMBE,Primary,Local body,Rural,Co-Educational,7,12,19,1,1,,,,
1738,27250500901,ZPPS BAHULI,BHULI,Primary with Upper Primary,Local body,Rural,Co-Educational,65,35,100,2,2,,,,
1739,27250500902,ZPPS BHAGATWADI,BHULI,Primary,Local body,Rural,Co-Educational,9,16,25,1,1,,,,
1740,27250502901,ZPPS JAMBHALI,JAMBHALI,Primary with Upper Primary,Local body,Rural,Co-Educational,40,45,85,5,1,,,,
1741,27250504421,LATE SOU.VIMALABAI NERLEKAR,KHADAKWADI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,128,107,235,5,0,,,,
1742,27250504401,ZPPS KHADAKWADI,KHADAKWADI,Primary,Local body,Rural,Co-Educational,13,17,30,1,1,,,,
1743,27250510622,SUNSHINE ENGLISH MEDIUM SCHOOL,KHDAK WASALA,Primary,Pvt. Unaided,Rural,Co-Educational,50,21,71,3,3,,,,
1744,27250504901,ZPPS MANDHAVI BU,MANDAVI BU,Primary,Local body,Rural,Co-Educational,14,18,32,1,1,,,,
1745,27250505001,ZPPS MANDAVI KHU,MANDAVI KHU,Primary,Local body,Rural,Co-Educational,22,20,42,0,2,,,,
1746,27250506421,SIGHAD VIDYALAYA SANGRUN,SANGRUN,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,73,50,123,4,0,,,,
1747,27250506401,ZPPS SANGRUN,SANGRUN,Primary,Local body,Rural,Co-Educational,44,40,84,2,1,,,,
1748,27250501904,AADARSH VIDYAMANDIR NO 3,FURSUNGI,Primary,Pvt. Aided,Rural,Co-Educational,374,333,707,0,8,,,,
1749,27250501922,BEKARAI MATA PRIMARY,FURSUNGI,Primary,Pvt. Unaided,Rural,Co-Educational,422,431,853,2,9,,,,
1750,27250501931,BHAKTISIDHANTH ENG ME,FURSUNGI,Primary,Pvt. Unaided,Rural,Co-Educational,16,6,22,0,5,,,,
1751,27250501923,DARMVIR SHANBHURAJ BALAK V M .,FURSUNGI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,27,33,60,3,0,,,,
1752,27250501930,NAMDEV HARPALE NIVASI ASHRAM HSCH,FURSUNGI,Up. Primary with sec./H.sec,Tribal/Social Welfare Dept.,Rural,Co-Educational,24,22,46,5,4,,,,
1753,27250501924,NAMDEV MAHAVEV HARPALE M SCHOO,FURSUNGI,Primary with Upper Primary,Tribal/Social Welfare Dept.,Rural,Co-Educational,56,58,114,6,4,,,,
1754,27250501921,NEW ENG SCH PHURSUNGI,FURSUNGI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,509,433,942,15,13,,,,
1755,27250501929,NEW ENGLISH SCHOOL BHEKARIANAGAR,FURSUNGI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,32,23,55,2,5,,,,
1756,27250501906,PRADNYA PRATHMIK SCHOOL,FURSUNGI,Primary with Upper Primary,Pvt. Aided,Rural,Co-Educational,267,218,485,7,3,,,,
1757,27250501926,PRATIBHATAI PAWAR PRI SCH FURSUNGI,FURSUNGI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,87,77,164,4,2,,,,
1758,27250501927,R ATHAVALE HS FURSUNGI,FURSUNGI,No Response,Pvt. Unaided,Rural,Co-Educational,16,8,24,1,0,,,,
1759,27250501909,RAMANLAL SHAHA MADHAMIK VIDYA,FURSUNGI,No Response,Pvt. Unaided,Rural,Co-Educational,24,26,50,2,3,,,,
1760,27250501908,SHRI BHEKARAIMATA MADHAMIK V,FURSUNGI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,805,636,1441,18,9,,,,
1761,27250501905,SHRI SHAMBHU MAHADEO PR SC,FURSUNGI,Primary,Pvt. Aided,Rural,Co-Educational,280,183,463,1,7,,,,
1762,27250501925,SONAI ENG MID SCH FURSUNGI,FURSUNGI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,564,396,960,0,12,,,,
1763,27250501902,ZPPS FURSUNGI NO 1,FURSUNGI,Primary,Local body,Rural,Boys only,175,0,175,0,5,,,,
1764,27250501903,ZPPS FURSUNGI NO 2,FURSUNGI,Primary,Local body,Rural,Girls only,0,211,211,1,3,,,,
1765,27250501928,ZPPS GANDHINKHILA,FURSUNGI,Primary,Local body,Rural,Co-Educational,8,8,16,0,2,,,,
1766,27250501901,ZPPS TARVADI,FURSUNGI,Primary,Local body,Rural,Co-Educational,28,22,50,0,2,,,,
1767,27250509507,ADARASH VIDYA MANDIR,KESHAV NAGER,Primary,Pvt. Aided,Rural,Co-Educational,59,57,116,0,4,,,,
1768,27250509512,ADARSH MADHYAMIK VIDYALAY,KESHAV NAGER,No Response,Pvt. Aided,Rural,Co-Educational,146,132,278,1,1,,,,
1769,27250509511,DNANOBA SHANKAR KODRE PRI SCHOOL,KESHAV NAGER,Primary,Pvt. Unaided,Rural,Co-Educational,92,83,175,0,4,,,,
1770,27250509513,FLORIDA ENGLISH SCH,KESHAV NAGER,Primary,Pvt. Unaided,Rural,Co-Educational,77,40,117,0,4,,,,
1771,27250509508,NUTAN MID VID KESHAVNAGAR,,KESHAV NAGER,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,278,268,546,2,5,,,
1772,27250509506,OSKAR ENG .SCHOOL,,KESHAV NAGER,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,397,251,648,4,11,,,
1773,27250509505,SARATHI VIKAS MANDIR,,KESHAV NAGER,Primary,Pvt. Aided,Rural,Co-Educational,210,256,466,4,4,,,
1774,27250509502,ZPPS,KODRE VASTI,KESHAV NAGER,Primary,Local body,Rural,Co-Educational,19,15,34,1,1,,,
1775,27250509501,ZPPS BHOI VASTI,,KESHAV NAGER,Primary,Local body,Rural,Co-Educational,19,25,44,0,2,,,
1776,27250509503,ZPPS LONDKAR PADAL,,KESHAV NAGER,Primary,Local body,Rural,Co-Educational,29,28,57,0,2,,,
1777,27250510804,DNYANPRABHODINI HIGHSCHOOL,,SADE SATARA NALI,No Response,Pvt. Unaided,Rural,Co-Educational,13,11,24,0,2,,,
1778,27250510803,DNYANPRABHODINI PRIMARY,,SADE SATARA NALI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,68,50,118,0,6,,,
1779,27250510801,ZPPS SADE SATARA NALI-1,,SADE SATARA NALI,Primary with Upper Primary,Local body,Urban,Co-Educational,222,246,468,4,12,,,
1780,27250507102,ZPPS BHAVARAVASTI,,SHEWALEWADI (F),Primary,Local body,Rural,Co-Educational,11,16,27,0,2,,,
1781,27250507101,ZPPS SHEWALEWADI,,SHEWALEWADI (F),Primary with Upper Primary,Local body,Rural,Co-Educational,274,235,509,0,16,,,
1782,27250504103,ZPPS KHAMGAON TEK,,KHAMGAON TEK,Primary,Local body,Rural,Co-Educational,36,27,63,1,1,,,
1783,27250504102,ZPPS TILEKARWADI,,KHAMGAON TEK,Primary,Local body,Rural,Co-Educational,34,29,63,0,2,,,
1784,27250506821,SANT YADAVBABA HIGH SCH,,SHINDAVANE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,141,122,263,4,3,,,
1785,27250506802,ZPPS KALASHIVAAR,,SHINDAVANE,Primary,Local body,Rural,Co-Educational,25,12,37,0,2,,,
1786,27250506801,ZPPS SHINDAVANE,,SHINDAVANE,Primary with Upper Primary,Local body,Rural,Co-Educational,106,107,213,3,5,,,
1787,27250507711,ANGLES ENGLISH MEDIUM SCHOOL,,URULIKANCHAN,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,304,208,512,1,11,,,
1788,27250507716,MAHATMA GANDHI PRI URALIKANCHAN,,URULIKANCHAN,Primary,Pvt. Unaided,Rural,Co-Educational,585,503,1088,7,15,,,
1789,27250507713,MAHATMA GANDI MADHYAMIK VIDYA,,URULIKANCHAN,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,1463,1125,2588,12,19,,,
1790,27250507715,MAHAVIR NIVASI MUKBADIR,,URULIKANCHAN,Primary with Upper Primary,Tribal/Social Welfare Dept.,Rural,Co-Educational,33,14,47,1,4,,,
1791,27250507717,MGSS DR SAYRAS POONAWALA ENG SCH,,URULIKANCHAN,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,199,113,312,2,17,,,
1792,27250507709,SARSWATI PRI VIDYA MANDIR,,URULIKANCHAN,Primary,Pvt. Aided,Rural,Co-Educational,117,117,234,3,1,,,
1793,27250507710,SWAMIVIVEKANAND MANDIR,,URULIKANCHAN,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,257,217,474,3,10,,,
1794,27250507701,ZPPS,URALIKANCHAN,URULIKANCHAN,Primary,Local body,Rural,Co-Educational,116,134,250,1,7,,,
1795,27250507708,ZPPS DATTAWADI,,URULIKANCHAN,Primary,Local body,Rural,Co-Educational,46,47,93,1,2,,,
1796,27250507706,ZPPS KHEDEKARMALA,,URULIKANCHAN,Primary,Local body,Rural,Co-Educational,10,10,20,0,2,,,
1797,27250507705,ZPPS PANDHARSTHAL,,URULIKANCHAN,Primary,Local body,Rural,Co-Educational,42,42,84,2,1,,,
1798,27250507704,ZPPS TILEKARWASTI,,URULIKANCHAN,Primary with Upper Primary,Local body,Rural,Co-Educational,116,104,220,2,3,,,
1799,27250507703,ZPPS URLIKANCHAN URDU,,URULIKANCHAN,Primary with Upper Primary,Local body,Rural,Co-Educational,43,63,106,0,4,,,
1800,27250500101,ZPPS AHIRE,,AHIRE,Primary with Upper Primary,Local body,Rural,Co-Educational,13,10,23,3,13,,,
1801,27250500104,ZPPS KHADEWADI,,AHIRE,Primary,Local body,Rural,Co-Educational,2,7,9,2,0,,,
1802,27250500102,ZPPS MOKARWADI,,AHIRE,Primary with Upper Primary,Local body,Rural,Co-Educational,13,14,27,1,2,,,
1803,27250504423,PRESTIGE PUBLIC SCHOOL SHIVANE,,KHADAKWADI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,188,100,288,0,10,,,
1804,27250510703,ZPPS KONDVE DHAWADE,,KONDHVE-DHAVADE,Primary with Upper Primary,Local body,Rural,Co-Educational,142,144,286,1,7,,,
1805,27250510701,ZPPS NORTH CAMP,,KONDHVE-DHAVADE,Primary,Local body,Rural,Co-Educational,10,8,18,1,1,,,
1806,27250503801,ZPPS KUDJE,,KUDJE,Primary with Upper Primary,Local body,Rural,Co-Educational,63,58,121,2,4,,,
1807,27250510401,ZPPS NANDED,,NANDED,Primary,Local body,Rural,Co-Educational,80,83,163,1,3,,,
1808,27250509603,SWAPNADEEP,MARATHI SCHOOL,NEW KOPARE,Primary,Pvt. Unaided,Rural,Co-Educational,27,18,45,1,4,,,
1809,27250509604,SWAPNADEEP ENG.SCHOOL,,NEW KOPARE,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,19,13,32,0,5,,,
1810,27250509601,ZPPS KOPARE-1,,NEW KOPARE,Primary with Upper Primary,Local body,Rural,Boys only,166,0,166,2,5,,,
1811,27250509605,ZPPS KOPARE-2,,NEW KOPARE,Primary with Upper Primary,Local body,Urban,Girls only,0,172,172,4,3,,,
1812,27250506422,ZPPS JAYPRAKASHNAGAR,,SANGRUN,Primary with Upper Primary,Local body,Rural,Co-Educational,89,77,166,1,3,,,
1813,27250510321,NAVABHARAT HIG SCHOOL,,SHIVANE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,565,378,943,5,24,,,
1814,27250510322,NAVBHARAT PRI SCHOOL,,SHIVANE,Primary,Pvt. Unaided,Rural,Co-Educational,114,123,237,2,2,,,
1815,27250510323,PRESTIGE PUBLIC HSCH,,SHIVANE,No Response,Pvt. Unaided,Rural,Co-Educational,6,3,9,0,2,,,
1816,27250510301,ZPPS SHIVANE,,SHIVANE,Primary,Local body,Rural,Co-Educational,82,95,177,0,5,,,
1817,27250510023,MADHYMIK VID UTTAMNAGAR,,UTTAM NAGAR,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,121,132,253,1,4,,,
1818,27250510022,PRI VID UTTAMNAGAR,,UTTAM NAGAR,Primary,Pvt. Unaided,Rural,Co-Educational,99,122,221,3,1,,,
1819,27250510001,ZPPS UTTAM NAGAR,,UTTAM NAGAR,Primary with Upper Primary,Local body,Rural,Co-Educational,180,153,333,4,6,,,
1820,27250500501,ZPPS ARVI,,ARVI,Primary with Upper Primary,Local body,Rural,Co-Educational,95,80,175,5,1,,,
1821,27250500502,ZPPS TANAJINAGAR,,ARVI,Primary,Local body,Rural,Co-Educational,17,12,29,1,1,,,
1822,27250502101,ZPPS GAUDDARA,,GAUDDARA,Primary with Upper Primary,Local body,Rural,Co-Educational,62,43,105,2,4,,,
1823,27250502505,ZPPS MORDARI,,GHERA SHINHGHAD,Primary,Local body,Rural,Co-Educational,18,18,36,2,0,,,
1824,27250502201,ZPPS GOGALWADI,,GOGALWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,44,38,82,3,3,,,
1825,27250503203,MADHYAMIK VIDYALAYA KALYAN,,KALYAN,No Response,Pvt. Aided,Rural,Co-Educational,19,9,28,4,0,,,
1826,27250503201,ZPPS KALYAN,,KALYAN,Primary with Upper Primary,Local body,Rural,Co-Educational,80,73,153,3,3,,,
1827,27250504222,GOOD SHEPHERD ACADEMY KHEDSHIVAPUR,,KHEDSHIVAPUR,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,129,66,195,1,5,,,
1828,27250504203,PIV MISSION MARATHI SCHOOL KHED SH,,KHEDSHIVAPUR,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,200,133,333,0,7,,,
1829,27250504204,SHIVA BHUMI PRI SCHOOL,,KHEDSHIVAPUR,Primary,Pvt. Unaided,Rural,Co-Educational,108,66,174,2,3,,,
1830,27250504221,SHIVBHUMI HIGHSCHOOL KHED SH,,KHEDSHIVAPUR,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,323,291,614,9,4,,,
1831,27250504201,ZPPS KHED SHIVAPUR,,KHEDSHIVAPUR,Primary with Upper Primary,Local body,Rural,Co-Educational,95,95,190,2,6,,,
1832,27250504202,ZPPS SHIVAJINAGAR,,KHEDSHIVAPUR,Primary,Local body,Rural,Co-Educational,19,14,33,0,2,,,
1833,27250503602,ZPPS AVSARENAGAR,,KONDHANPUR,Primary,Local body,Rural,Co-Educational,19,8,27,2,0,,,
1834,27250503601,ZPPS KONDHANPUR,,KONDHANPUR,Primary with Upper Primary,Local body,Rural,Co-Educational,76,69,145,1,5,,,
1835,27250506202,ZPPS DUDHANVASTI,,RAHATWADE,Primary,Local body,Rural,Co-Educational,3,10,13,0,2,,,
1836,27250506201,ZPPS RAHATWADI,,RAHATWADE,Primary with Upper Primary,Local body,Rural,Co-Educational,77,84,161,3,3,,,
1837,27250507004,ASCENT ENGLISH MEDIUM KHED SHIVAPUR,,SHIVAPUR,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,38,13,51,0,2,,,
1838,27250507003,DADOJI KONDDEV VID S W,,SHIVAPUR,No Response,Pvt. Unaided,Rural,Co-Educational,15,10,25,1,1,,,
1839,27250507002,KESHAV MADHAV SCHOOL SHIVAPUR.,,SHIVAPUR,Primary,Pvt. Unaided,Rural,Co-Educational,23,16,39,1,3,,,
1840,27250507001,ZPPS SHIVPUR,,SHIVAPUR,Primary with Upper Primary,Local body,Rural,Co-Educational,106,88,194,5,3,,,
1841,27250506701,ZPPS SHRIRAM NAGAR,,SHRIRAM NAGAR,Primary with Upper Primary,Local body,Rural,Co-Educational,48,67,115,0,6,,,
1842,27250503722,ZPPS KHORAWADA,,KUNJIRWADI,Primary,Local body,Rural,Co-Educational,19,16,35,1,1,,,
1843,27250505503,ZPPS MALWADI(SORTAPWADI),,NAYGAON,Primary,Local body,Rural,Co-Educational,31,20,51,0,2,,,
1844,27250505801,ZPPS PETH,,PETH,Primary with Upper Primary,Local body,Rural,Co-Educational,111,93,204,2,6,,,
1845,27250505901,ZPPS SHRI PRAYAGDHAM,,SHRIPRAYAGDHAM,Primary with Upper Primary,Local body,Rural,Co-Educational,123,122,245,4,4,,,
1846,27250507221,PUROGAMI HIGH SCH,,SORTAPWADI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,308,212,520,10,3,,,
1847,27250507201,ZPPS SORTAPWADI,,SORTAPWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,119,110,229,1,8,,,
1848,27250507401,ZP SCHOOL TARADE KHALCHE,,TARADE,Primary,Local body,Rural,Co-Educational,47,39,86,2,1,,,
1849,27250507402,ZP SCHOOL TARADE VARCHE,,TARADE,Primary,Local body,Rural,Co-Educational,7,12,19,2,0,,,
1850,27250507714,ZPPS VALTI,,URULIKANCHAN,Primary with Upper Primary,Local body,Rural,Co-Educational,79,85,164,5,3,,,
1851,27250509509,CHINTAMANI VIDHYAMANDIR THEUR,,KESHAV NAGER,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,364,329,693,10,11,,,
1852,27250509203,INDIRA PRI VIDYA MAM MAHADEVNA,,MANJARI BK,Primary with Upper Primary,Pvt. Aided,Rural,Co-Educational,253,218,471,2,6,,,
1853,27250509221,RAYAT SAUSATHA KRUSH KHAN,,MANJARI BK,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,403,362,765,7,15,,,
1854,27250509209,SOLI,PONAWALA,MANJARI BK,Primary with Upper Primary,Pvt. Aided,Rural,Co-Educational,251,144,395,2,11,,,
1855,27250509202,ZPPS AANAJI VASTI,,MANJARI BK,Primary,Local body,Rural,Co-Educational,50,44,94,1,1,,,
1856,27250509206,ZPPS BHAPKARMALA,,MANJARI BK,Primary,Local body,Rural,Co-Educational,10,13,23,1,1,,,
1857,27250509205,ZPPS GHULE VASTI,,MANJARI BK,Primary,Local body,Rural,Co-Educational,30,30,60,0,2,,,
1858,27250509207,ZPPS GOPALPATTI,,MANJARI BK,Primary,Local body,Rural,Co-Educational,105,126,231,0,6,,,
1859,27250509210,ZPPS MANJARI BK,,MANJARI BK,Primary,Local body,Rural,Co-Educational,189,214,403,2,8,,,
1860,27250509201,ZPPS MANJARI FARM,,MANJARI BK,Primary with Upper Primary,Local body,Rural,Co-Educational,57,71,128,0,4,,,
1861,27250504722,AADARSH VID M NO. 2 M NAGAR,,MANJARI KHURD,Primary with Upper Primary,Pvt. Aided,Rural,Co-Educational,412,349,761,5,11,,,
1862,27250507625,SOLI POONAWALA HSCHOOL,,THEUR,No Response,Pvt. Unaided,Rural,Co-Educational,27,21,48,0,4,,,
1863,27250507621,YASHWANTCHAVAN ME.ENG.SCH.THEU,,THEUR,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Rural,Co-Educational,177,102,279,1,7,,,
1864,27250507601,ZPPS KAKADEMALA,,THEUR,Primary,Local body,Rural,Co-Educational,22,14,36,1,1,,,
1865,27250507624,ZPPS KUNJIRVASTI,,THEUR,Primary,Local body,Rural,Co-Educational,13,14,27,0,2,,,
1866,27250507623,ZPPS RUKEVASTI,,THEUR,Primary,Local body,Rural,Co-Educational,24,14,38,1,1,,,
1867,27250507602,ZPPS TARAMALA,,THEUR,Primary,Local body,Rural,Co-Educational,21,20,41,0,2,,,
1868,27250507603,ZPPS THEUR,,THEUR,Primary,Local body,Rural,Co-Educational,249,230,479,1,11,,,
1869,27250500301,ZPPS AMBI,,AAMBI,Primary,Local body,Rural,Co-Educational,21,11,32,1,0,,,
1870,27250500302,ZPPS VARPEWADI,,AAMBI,Primary,Local body,Rural,Co-Educational,2,0,2,2,0,,,
1871,27250502501,ZPPS BHADALWADI,,GHERA SHINHGHAD,Primary,Local body,Rural,Co-Educational,4,5,9,2,0,,,
1872,27250502502,ZPPS SAMBAREWADI,,GHERA SHINHGHAD,Primary,Local body,Rural,Co-Educational,17,12,29,1,1,,,
1873,27250502503,ZPPS THOPATEWADI GHERA,,GHERA SHINHGHAD,Primary,Local body,Rural,Co-Educational,9,2,11,1,1,,,
1874,27250503921,NEW ENGLISH,S KHAMGAON MAVAL,KHAMGAON MAVAL,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,53,41,94,4,2,,,
1875,27250503901,ZPPS KHAMGAON MAVAL,,KHAMGAON MAVAL,Primary,Local body,Rural,Co-Educational,22,12,34,2,0,,,
1876,27250503922,ZPPS KHARMARI,,KHAMGAON MAVAL,Primary,Local body,Rural,Co-Educational,4,2,6,1,1,,,
1877,27250504802,KALBHAIRAVANATH MANDIR,,MALKHED,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,59,41,100,1,5,,,
1878,27250504801,ZPPS MALKHED,,MALKHED,Primary,Local body,Rural,Co-Educational,25,21,46,0,2,,,
1879,27250505202,ZPPS MANERWADI,,MANERWADI,Primary,Local body,Rural,Co-Educational,19,15,34,0,2,,,
1880,27250505201,ZPPSTHOPATEWADI KHANA,,MANERWADI,Primary,Local body,Rural,Co-Educational,11,7,18,1,1,,,
1881,27250505301,ZPPS MOGARWADI,,MOGARWADI,Primary,Local body,Rural,Co-Educational,19,18,37,2,0,,,
1882,27250506601,ZPPS SONAPUR,,SONAPUR,Primary with Upper Primary,Local body,Rural,Co-Educational,22,24,46,3,1,,,
1883,27250506602,ZPPS SONAPUR PETH,,SONAPUR,Primary,Local body,Rural,Co-Educational,8,0,8,1,1,,,
1884,27250508101,ZPPS VARADADE,,VARDADE,Primary,Local body,Rural,Co-Educational,26,22,48,1,1,,,
1885,27250508102,ZPPS VASVEWADI,,VARDADE,Primary,Local body,Rural,Co-Educational,5,5,10,2,0,,,
1886,27250501101,ZPPS BIVRI,,BIVRI,Primary,Local body,Rural,Co-Educational,19,26,45,1,1,,,
1887,27250506903,ZPPS GAVDEWADI,,SHIRASWADI,Primary,Local body,Rural,Co-Educational,21,20,41,2,0,,,
1888,27250506904,ZPPS GOTEMALA,,SHIRASWADI,Primary,Local body,Rural,Co-Educational,23,14,37,2,0,,,
1889,27250506901,ZPPS SHIRASWDI,,SHIRASWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,28,29,57,2,2,,,
1890,27250508522,JOGESHWARI MATA MANDIR VIDYALA,,WADE BOLHARE,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,142,116,258,4,1,,,
1891,27250508525,SIDDACHLAM ANAND GURUKUL,,WADE BOLHARE,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Rural,Co-Educational,122,47,169,4,3,,,
1892,27250508504,ZPPS BOLHARE MANDIR,,WADE BOLHARE,Primary,Local body,Rural,Co-Educational,41,45,86,0,3,,,
1893,27250508503,ZPPS KHUTALEWASTI,,WADE BOLHARE,Primary,Local body,Rural,Co-Educational,11,18,29,0,2,,,
1894,27250508524,ZPPS SHEREWASTI,,WADE BOLHARE,Primary,Local body,Rural,Co-Educational,27,21,48,0,2,,,
1895,27250508501,ZPPS WADE BOLHARE,,WADE BOLHARE,Primary with Upper Primary,Local body,Rural,Co-Educational,97,76,173,3,4,,,
1896,27250500801,ZPPS AHVALWADI,,AHAVALWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,105,112,217,0,8,,,
1897,27250500802,ZPPS MALEWADI,,AHAVALWADI,Primary,Local body,Rural,Co-Educational,24,30,54,0,2,,,
1898,27250500803,ZPPS WADJAI,,AHAVALWADI,Primary,Local body,Rural,Co-Educational,27,16,43,1,1,,,
1899,27250501401,ZPPS BHAWADI,,BHAWADI,Primary with Upper Primary,Local body,Rural,Co-Educational,119,122,241,4,3,,,
1900,27250508610,ASHRAM SCH VAGHOLI,,WAGHOLI,No Response,Pvt. Aided,Rural,Co-Educational,32,17,49,1,1,,,
1901,27250508622,BHARTIYAJAIN SAGHATAN HIGH SCL,,WAGHOLI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,492,159,651,10,3,,,
1902,27250508635,JYOTIRMAY INTERNATIONAL SCHOOL,,WAGHOLI,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Rural,Co-Educational,25,10,35,1,7,,,
1903,27250508629,M P A S S JINISOS,MARATHI SC,WAGHOLI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,125,91,216,2,4,,,
1904,27250508609,MUKBADHIR VIDYALAY WAGHOLI,,WAGHOLI,Primary with Upper Primary,Tribal/Social Welfare Dept.,Rural,Co-Educational,28,10,38,3,4,,,
1905,27250508608,PRESIDENT ENGLISH MEDIUM SCHOO,,WAGHOLI,Primary,Pvt. Unaided,Rural,Co-Educational,24,15,39,0,4,,,
1906,27250508632,PRIMARY ASHRAM SCH VAGHOLI,,WAGHOLI,Primary with Upper Primary,Pvt. Aided,Rural,Co-Educational,151,113,264,6,2,,,
1907,27250508633,PRODIGY PUBLIC SCHOOL PRI,,WAGHOLI,Primary with Upper Primary,Pvt. Unaided,Rural,Co-Educational,748,422,1170,1,11,,,
1908,27250508604,PUNE DISTRIC SHIKSHAN MANDAL,,WAGHOLI,Primary,Pvt. Unaided,Rural,Co-Educational,177,146,323,0,4,,,
1909,27250508634,THE LEXICON INTERNATIONAL SCHOOL,,WAGHOLI,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Rural,Co-Educational,278,224,502,0,10,,,
1910,27250508621,V S SATAV HIGH SCL,,WAGHOLI,Up. Primary with sec./H.sec,Pvt. Aided,Rural,Co-Educational,968,797,1765,32,19,,,
1911,27250508607,WAGHESHWAR ENGLISH MEDIUM SCHO,,WAGHOLI,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Rural,Co-Educational,196,141,337,1,9,,,
1912,27250508628,ZPPS BHADALEVASTI,,WAGHOLI,Primary,Local body,Rural,Co-Educational,26,18,44,0,2,,,
